NEVO-versie/Nevo-version|NEVO-code|Voedingsmiddelnaam|Food name|Ingr_NEVO-code|Ingr_Voedingsmiddel|Ingr_Food|Ingr_relatieve_hoeveelheid/Ingr_relative_amount
NEVO-Online 2021 7.0|2943|Pizza m vlees diepvries onbereid|Pizza w meat frozen unprepared|1914|Brooddeeg (bodem voor pizza/hartige taart) onbereid|Dough for pizza and savoury pie unprepared|54,9
NEVO-Online 2021 7.0|2943|Pizza m vlees diepvries onbereid|Pizza w meat frozen unprepared|1391|Spek mager bereid|Bacon lean prepared|3,0
NEVO-Online 2021 7.0|2943|Pizza m vlees diepvries onbereid|Pizza w meat frozen unprepared|328|Ham rauwe|Ham smoked raw|3,0
NEVO-Online 2021 7.0|2943|Pizza m vlees diepvries onbereid|Pizza w meat frozen unprepared|1635|Kip z vel bereid|Chicken wo skin prepared|2,0
NEVO-Online 2021 7.0|2943|Pizza m vlees diepvries onbereid|Pizza w meat frozen unprepared|1601|Gehaktbal runder- z ei gebakken|Minced beef ball prepared wo egg|2,0
NEVO-Online 2021 7.0|2943|Pizza m vlees diepvries onbereid|Pizza w meat frozen unprepared|64|Ui gekookt|Onions boiled|2,0
NEVO-Online 2021 7.0|2943|Pizza m vlees diepvries onbereid|Pizza w meat frozen unprepared|2293|Tomaat in blik|Tomatoes tinned|17,0
NEVO-Online 2021 7.0|2943|Pizza m vlees diepvries onbereid|Pizza w meat frozen unprepared|20|Champignon gekookt|Mushroom boiled|1,0
NEVO-Online 2021 7.0|2943|Pizza m vlees diepvries onbereid|Pizza w meat frozen unprepared|2063|Margarine 80% vet >24 g verz vetz gezouten|Margarine 80% fat >24 g sat fa salted|1,0
NEVO-Online 2021 7.0|2943|Pizza m vlees diepvries onbereid|Pizza w meat frozen unprepared|377|Suiker kristal-|Sugar granulated|1,0
NEVO-Online 2021 7.0|2943|Pizza m vlees diepvries onbereid|Pizza w meat frozen unprepared|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,7
NEVO-Online 2021 7.0|2943|Pizza m vlees diepvries onbereid|Pizza w meat frozen unprepared|885|Paprika rode gekookt|Sweet pepper red boiled|0,5
NEVO-Online 2021 7.0|2944|Pizza m vis diepvries onbereid|Pizza w fish frozen unprepared|511|Kaas Edammer 40+|Cheese Edam 40+|6,0
NEVO-Online 2021 7.0|2944|Pizza m vis diepvries onbereid|Pizza w fish frozen unprepared|1955|Kaas Mozzarella gemaakt v koemelk|Cheese Mozzarella made from cow's milk|6,0
NEVO-Online 2021 7.0|2944|Pizza m vis diepvries onbereid|Pizza w fish frozen unprepared|1914|Brooddeeg (bodem voor pizza/hartige taart) onbereid|Dough for pizza and savoury pie unprepared|50,3
NEVO-Online 2021 7.0|2944|Pizza m vis diepvries onbereid|Pizza w fish frozen unprepared|141|Puree tomaten- geconcentreerd blik|Tomato puree concentrated tinned|5,0
NEVO-Online 2021 7.0|2944|Pizza m vis diepvries onbereid|Pizza w fish frozen unprepared|64|Ui gekookt|Onions boiled|4,0
NEVO-Online 2021 7.0|2944|Pizza m vis diepvries onbereid|Pizza w fish frozen unprepared|317|Olie zonnebloem-|Oil sunflower seed|2,0
NEVO-Online 2021 7.0|2944|Pizza m vis diepvries onbereid|Pizza w fish frozen unprepared|1589|Tonijn in olie blik|Tuna in oil tinned|12,6
NEVO-Online 2021 7.0|2944|Pizza m vis diepvries onbereid|Pizza w fish frozen unprepared|2293|Tomaat in blik|Tomatoes tinned|12,1
NEVO-Online 2021 7.0|2944|Pizza m vis diepvries onbereid|Pizza w fish frozen unprepared|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|1,0
NEVO-Online 2021 7.0|2944|Pizza m vis diepvries onbereid|Pizza w fish frozen unprepared|377|Suiker kristal-|Sugar granulated|1,0
NEVO-Online 2021 7.0|2945|Pizza salami diepvries onbereid|Pizza salami frozen unprepared|511|Kaas Edammer 40+|Cheese Edam 40+|6,0
NEVO-Online 2021 7.0|2945|Pizza salami diepvries onbereid|Pizza salami frozen unprepared|1955|Kaas Mozzarella gemaakt v koemelk|Cheese Mozzarella made from cow's milk|6,0
NEVO-Online 2021 7.0|2945|Pizza salami diepvries onbereid|Pizza salami frozen unprepared|1914|Brooddeeg (bodem voor pizza/hartige taart) onbereid|Dough for pizza and savoury pie unprepared|49,9
NEVO-Online 2021 7.0|2945|Pizza salami diepvries onbereid|Pizza salami frozen unprepared|2293|Tomaat in blik|Tomatoes tinned|20,0
NEVO-Online 2021 7.0|2945|Pizza salami diepvries onbereid|Pizza salami frozen unprepared|317|Olie zonnebloem-|Oil sunflower seed|2,0
NEVO-Online 2021 7.0|2945|Pizza salami diepvries onbereid|Pizza salami frozen unprepared|1152|Worst salami|Salami|11,0
NEVO-Online 2021 7.0|2945|Pizza salami diepvries onbereid|Pizza salami frozen unprepared|20|Champignon gekookt|Mushroom boiled|1,0
NEVO-Online 2021 7.0|2945|Pizza salami diepvries onbereid|Pizza salami frozen unprepared|377|Suiker kristal-|Sugar granulated|1,0
NEVO-Online 2021 7.0|2945|Pizza salami diepvries onbereid|Pizza salami frozen unprepared|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,7
NEVO-Online 2021 7.0|2945|Pizza salami diepvries onbereid|Pizza salami frozen unprepared|885|Paprika rode gekookt|Sweet pepper red boiled|0,5
NEVO-Online 2021 7.0|2945|Pizza salami diepvries onbereid|Pizza salami frozen unprepared|966|Courgette gekookt|Courgettes boiled|0,5
NEVO-Online 2021 7.0|2945|Pizza salami diepvries onbereid|Pizza salami frozen unprepared|57|Mais suiker- gekookt|Sweetcorn boiled|0,5
NEVO-Online 2021 7.0|2945|Pizza salami diepvries onbereid|Pizza salami frozen unprepared|32|Paprika groene gekookt|Sweet pepper green boiled|0,5
NEVO-Online 2021 7.0|2945|Pizza salami diepvries onbereid|Pizza salami frozen unprepared|1393|Ui gebakken in plantaardige olie|Onions fried in vegetable oil|0,5
NEVO-Online 2021 7.0|2946|Pizza hawaii diepvries onbereid|Pizza w ham and pineapple frozen unprep|177|Ananas op siroop blik/glas|Pineapple in syrup tinned|9,9
NEVO-Online 2021 7.0|2946|Pizza hawaii diepvries onbereid|Pizza w ham and pineapple frozen unprep|784|Ham achter-|Ham lean boiled|7,9
NEVO-Online 2021 7.0|2946|Pizza hawaii diepvries onbereid|Pizza w ham and pineapple frozen unprep|511|Kaas Edammer 40+|Cheese Edam 40+|6,0
NEVO-Online 2021 7.0|2946|Pizza hawaii diepvries onbereid|Pizza w ham and pineapple frozen unprep|1955|Kaas Mozzarella gemaakt v koemelk|Cheese Mozzarella made from cow's milk|6,0
NEVO-Online 2021 7.0|2946|Pizza hawaii diepvries onbereid|Pizza w ham and pineapple frozen unprep|1914|Brooddeeg (bodem voor pizza/hartige taart) onbereid|Dough for pizza and savoury pie unprepared|54,6
NEVO-Online 2021 7.0|2946|Pizza hawaii diepvries onbereid|Pizza w ham and pineapple frozen unprep|317|Olie zonnebloem-|Oil sunflower seed|2,0
NEVO-Online 2021 7.0|2946|Pizza hawaii diepvries onbereid|Pizza w ham and pineapple frozen unprep|2293|Tomaat in blik|Tomatoes tinned|12,9
NEVO-Online 2021 7.0|2946|Pizza hawaii diepvries onbereid|Pizza w ham and pineapple frozen unprep|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,7
NEVO-Online 2021 7.0|2947|Rolmops|Herring pickled w gherkin|1100|Haring in (zoet)zuur|Herring pickled (sweet)sour|80,0
NEVO-Online 2021 7.0|2947|Rolmops|Herring pickled w gherkin|132|Augurk zoetzuur|Gherkins sweet pickled|20,0
NEVO-Online 2021 7.0|2948|Salade ei- maaltijd|Salad egg w potato|451|Mayonaise|Mayonnaise|7,9
NEVO-Online 2021 7.0|2948|Salade ei- maaltijd|Salad egg w potato|3449|Olie koolzaad-/raapzaad-|Oil rapeseed|5,9
NEVO-Online 2021 7.0|2948|Salade ei- maaltijd|Salad egg w potato|72|Wortel gekookt gem|Carrot boiled av|5,9
NEVO-Online 2021 7.0|2948|Salade ei- maaltijd|Salad egg w potato|982|Aardappelen z schil gekookt gem|Potatoes wo skin boiled av|46,5
NEVO-Online 2021 7.0|2948|Salade ei- maaltijd|Salad egg w potato|132|Augurk zoetzuur|Gherkins sweet pickled|4,0
NEVO-Online 2021 7.0|2948|Salade ei- maaltijd|Salad egg w potato|377|Suiker kristal-|Sugar granulated|3,0
NEVO-Online 2021 7.0|2948|Salade ei- maaltijd|Salad egg w potato|84|Ei kippen- gekookt gem|Egg whole chicken av boiled|22,8
NEVO-Online 2021 7.0|2948|Salade ei- maaltijd|Salad egg w potato|135|Doperwten zeer fijn/extra fijn blik/glas|Peas super fine tinned|2,0
NEVO-Online 2021 7.0|2948|Salade ei- maaltijd|Salad egg w potato|64|Ui gekookt|Onions boiled|2,0
NEVO-Online 2021 7.0|2949|Salade zalm- maaltijd|Salad salmon w potato|1610|Zalm kweek- bereid in magnetron z toev|Salmon farmed prep in microwave oven no ingredients added|9,9
NEVO-Online 2021 7.0|2949|Salade zalm- maaltijd|Salad salmon w potato|1885|Water gem|Water av|6,9
NEVO-Online 2021 7.0|2949|Salade zalm- maaltijd|Salad salmon w potato|982|Aardappelen z schil gekookt gem|Potatoes wo skin boiled av|54,4
NEVO-Online 2021 7.0|2949|Salade zalm- maaltijd|Salad salmon w potato|132|Augurk zoetzuur|Gherkins sweet pickled|4,9
NEVO-Online 2021 7.0|2949|Salade zalm- maaltijd|Salad salmon w potato|72|Wortel gekookt gem|Carrot boiled av|4,9
NEVO-Online 2021 7.0|2949|Salade zalm- maaltijd|Salad salmon w potato|377|Suiker kristal-|Sugar granulated|4,0
NEVO-Online 2021 7.0|2949|Salade zalm- maaltijd|Salad salmon w potato|3449|Olie koolzaad-/raapzaad-|Oil rapeseed|11,9
NEVO-Online 2021 7.0|2949|Salade zalm- maaltijd|Salad salmon w potato|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|1,1
NEVO-Online 2021 7.0|2949|Salade zalm- maaltijd|Salad salmon w potato|824|Mosterd|Mustard|0,5
NEVO-Online 2021 7.0|2949|Salade zalm- maaltijd|Salad salmon w potato|462|Ketchup tomaten-|Ketchup tomato|0,5
NEVO-Online 2021 7.0|2949|Salade zalm- maaltijd|Salad salmon w potato|1127|Sap citroen- vers|Juice lemon fresh|0,5
NEVO-Online 2021 7.0|2949|Salade zalm- maaltijd|Salad salmon w potato|86|Eidooier kippen- gekookt|Egg yolk chicken boiled|0,2
NEVO-Online 2021 7.0|2949|Salade zalm- maaltijd|Salad salmon w potato|215|Maizena|Cornstarch|0,2
NEVO-Online 2021 7.0|2950|Salade vlees- maaltijd|Salad meat w potato|3449|Olie koolzaad-/raapzaad-|Oil rapeseed|6,9
NEVO-Online 2021 7.0|2950|Salade vlees- maaltijd|Salad meat w potato|1885|Water gem|Water av|5,9
NEVO-Online 2021 7.0|2950|Salade vlees- maaltijd|Salad meat w potato|982|Aardappelen z schil gekookt gem|Potatoes wo skin boiled av|54,0
NEVO-Online 2021 7.0|2950|Salade vlees- maaltijd|Salad meat w potato|132|Augurk zoetzuur|Gherkins sweet pickled|3,9
NEVO-Online 2021 7.0|2950|Salade vlees- maaltijd|Salad meat w potato|377|Suiker kristal-|Sugar granulated|3,9
NEVO-Online 2021 7.0|2950|Salade vlees- maaltijd|Salad meat w potato|72|Wortel gekookt gem|Carrot boiled av|3,9
NEVO-Online 2021 7.0|2950|Salade vlees- maaltijd|Salad meat w potato|64|Ui gekookt|Onions boiled|2,0
NEVO-Online 2021 7.0|2950|Salade vlees- maaltijd|Salad meat w potato|135|Doperwten zeer fijn/extra fijn blik/glas|Peas super fine tinned|2,0
NEVO-Online 2021 7.0|2950|Salade vlees- maaltijd|Salad meat w potato|1666|Rundvlees >10 g vet bereid gem|Beef >10% fat prepared av|14,7
NEVO-Online 2021 7.0|2950|Salade vlees- maaltijd|Salad meat w potato|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,9
NEVO-Online 2021 7.0|2950|Salade vlees- maaltijd|Salad meat w potato|86|Eidooier kippen- gekookt|Egg yolk chicken boiled|0,5
NEVO-Online 2021 7.0|2950|Salade vlees- maaltijd|Salad meat w potato|215|Maizena|Cornstarch|0,5
NEVO-Online 2021 7.0|2950|Salade vlees- maaltijd|Salad meat w potato|824|Mosterd|Mustard|0,5
NEVO-Online 2021 7.0|2950|Salade vlees- maaltijd|Salad meat w potato|1127|Sap citroen- vers|Juice lemon fresh|0,5
NEVO-Online 2021 7.0|2951|Nuggets vegetarisch onbereid|Nuggets vegetarian unprepared|1885|Water gem|Water av|29,7
NEVO-Online 2021 7.0|2951|Nuggets vegetarisch onbereid|Nuggets vegetarian unprepared|868|Meel soja- ontvet|Flour soya defatted|22,8
NEVO-Online 2021 7.0|2951|Nuggets vegetarisch onbereid|Nuggets vegetarian unprepared|358|Eiwit kippenei rauw|Egg white chicken raw|19,8
NEVO-Online 2021 7.0|2951|Nuggets vegetarisch onbereid|Nuggets vegetarian unprepared|5041|Olie plantaardig gem|Oil vegetable av|14,9
NEVO-Online 2021 7.0|2951|Nuggets vegetarisch onbereid|Nuggets vegetarian unprepared|220|Bloem tarwe- patent|Flour wheat white|11,9
NEVO-Online 2021 7.0|2951|Nuggets vegetarisch onbereid|Nuggets vegetarian unprepared|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|1,0
NEVO-Online 2021 7.0|2952|Kruidnoten m chocolade gem|Biscuit spiced small Kruidnoten w chocolate av|2688|Kruidnoten m chocolade melk-|Biscuit spiced small Kruidnoten w milk choc|33,3
NEVO-Online 2021 7.0|2952|Kruidnoten m chocolade gem|Biscuit spiced small Kruidnoten w chocolate av|2687|Kruidnoten m chocolade puur|Biscuit spiced small Kruidnoten w dark choc|33,3
NEVO-Online 2021 7.0|2952|Kruidnoten m chocolade gem|Biscuit spiced small Kruidnoten w chocolate av|2701|Kruidnoten m chocolade witte|Biscuit spiced small Kruidnoten w white choc|33,3
NEVO-Online 2021 7.0|2954|Appeltjes gedroogd geweekt|Apple dried soaked in water|1885|Water gem|Water av|71,0
NEVO-Online 2021 7.0|2954|Appeltjes gedroogd geweekt|Apple dried soaked in water|178|Appeltjes gedroogd|Apples dried|29,0
NEVO-Online 2021 7.0|2955|Peren gedroogd geweekt|Pear dried soaked in water|1885|Water gem|Water av|71,0
NEVO-Online 2021 7.0|2955|Peren gedroogd geweekt|Pear dried soaked in water|187|Peren gedroogd|Pear dried|29,0
NEVO-Online 2021 7.0|2956|Pruimen gedroogd geweekt|Prunes soaked in water|1885|Water gem|Water av|71,0
NEVO-Online 2021 7.0|2956|Pruimen gedroogd geweekt|Prunes soaked in water|190|Pruimen gedroogd|Prunes|29,0
NEVO-Online 2021 7.0|2957|Tuttifrutti gedroogd geweekt|Fruit mixed dried soaked in water|1885|Water gem|Water av|62,2
NEVO-Online 2021 7.0|2957|Tuttifrutti gedroogd geweekt|Fruit mixed dried soaked in water|192|Tuttifrutti gedroogd|Fruit mixed dried|37,8
NEVO-Online 2021 7.0|2994|Falafel onbereid|Falafel unprepared|317|Olie zonnebloem-|Oil sunflower seed|8,0
NEVO-Online 2021 7.0|2994|Falafel onbereid|Falafel unprepared|1095|Erwten kikker- gekookt|Peas chick boiled|40,0
NEVO-Online 2021 7.0|2994|Falafel onbereid|Falafel unprepared|1885|Water gem|Water av|16,0
NEVO-Online 2021 7.0|2994|Falafel onbereid|Falafel unprepared|64|Ui gekookt|Onions boiled|15,0
NEVO-Online 2021 7.0|2994|Falafel onbereid|Falafel unprepared|1013|Paneermeel|Bread crumbs|10,0
NEVO-Online 2021 7.0|2994|Falafel onbereid|Falafel unprepared|226|Meel aardappelzetmeel|Starch, potato|10,0
NEVO-Online 2021 7.0|2994|Falafel onbereid|Falafel unprepared|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|1,0
NEVO-Online 2021 7.0|3009|Shandy|Shandy|400|Frisdrank m suiker z cafeine|Soft drink m sugar wo caffeine|90,0
NEVO-Online 2021 7.0|3009|Shandy|Shandy|390|Bier pils|Beer pilsner|10,0
NEVO-Online 2021 7.0|3036|Jus 75% vet gebonden bereid m juspoeder|Gravy 75% fat thickend prep w gravy instant powder|858|Juspoeder|Gravy instant powder|8,0
NEVO-Online 2021 7.0|3036|Jus 75% vet gebonden bereid m juspoeder|Gravy 75% fat thickend prep w gravy instant powder|2066|Bak- en braadvet vloeib 97% vet <17g verz vetz gezouten|Cooking fat liquid 97% fat <17 g sat fa salted|67,0
NEVO-Online 2021 7.0|3036|Jus 75% vet gebonden bereid m juspoeder|Gravy 75% fat thickend prep w gravy instant powder|215|Maizena|Cornstarch|2,7
NEVO-Online 2021 7.0|3036|Jus 75% vet gebonden bereid m juspoeder|Gravy 75% fat thickend prep w gravy instant powder|1885|Water gem|Water av|22,3
NEVO-Online 2021 7.0|3037|Jus 75% vet ongebonden bereid m juspoeder|Gravy 75% fat clear prep w gravy instant powder|858|Juspoeder|Gravy instant powder|8,3
NEVO-Online 2021 7.0|3037|Jus 75% vet ongebonden bereid m juspoeder|Gravy 75% fat clear prep w gravy instant powder|2066|Bak- en braadvet vloeib 97% vet <17g verz vetz gezouten|Cooking fat liquid 97% fat <17 g sat fa salted|68,8
NEVO-Online 2021 7.0|3037|Jus 75% vet ongebonden bereid m juspoeder|Gravy 75% fat clear prep w gravy instant powder|1885|Water gem|Water av|22,9
NEVO-Online 2021 7.0|3038|Jus 5% vet ongebonden bereid m juspoeder|Gravy 5% fat clear prep w gravy instant powder|1885|Water gem|Water av|87,2
NEVO-Online 2021 7.0|3038|Jus 5% vet ongebonden bereid m juspoeder|Gravy 5% fat clear prep w gravy instant powder|858|Juspoeder|Gravy instant powder|8,3
NEVO-Online 2021 7.0|3038|Jus 5% vet ongebonden bereid m juspoeder|Gravy 5% fat clear prep w gravy instant powder|2066|Bak- en braadvet vloeib 97% vet <17g verz vetz gezouten|Cooking fat liquid 97% fat <17 g sat fa salted|4,6
NEVO-Online 2021 7.0|3050|Pap havermout- bereid m halfvolle melk ongezoet|Porridge oatmeal prepared w semi-skimmed milk unsweetened|286|Melk halfvolle|Milk semi-skimmed|89,3
NEVO-Online 2021 7.0|3050|Pap havermout- bereid m halfvolle melk ongezoet|Porridge oatmeal prepared w semi-skimmed milk unsweetened|213|Mout haver-|Oatmeal|10,7
NEVO-Online 2021 7.0|3052|Boterproduct melange ongezouten|Butter product melange unsalted|310|Boter ongezouten|Butter unsalted|67,0
NEVO-Online 2021 7.0|3052|Boterproduct melange ongezouten|Butter product melange unsalted|3449|Olie koolzaad-/raapzaad-|Oil rapeseed|20,0
NEVO-Online 2021 7.0|3052|Boterproduct melange ongezouten|Butter product melange unsalted|289|Melk karne-|Buttermilk|13,0
NEVO-Online 2021 7.0|3060|Appelflap m bladerdeeg m roomboter|Apple turnover w puff pastry w butter|377|Suiker kristal-|Sugar granulated|6,6
NEVO-Online 2021 7.0|3060|Appelflap m bladerdeeg m roomboter|Apple turnover w puff pastry w butter|3076|Bladerdeeg m roomboter, bereid|Puff pastry w butter baked|47,4
NEVO-Online 2021 7.0|3060|Appelflap m bladerdeeg m roomboter|Apple turnover w puff pastry w butter|33|Rozijnen gedroogd|Raisins dried|4,7
NEVO-Online 2021 7.0|3060|Appelflap m bladerdeeg m roomboter|Apple turnover w puff pastry w butter|147|Appel z schil gem|Apple wo skin av|39,8
NEVO-Online 2021 7.0|3060|Appelflap m bladerdeeg m roomboter|Apple turnover w puff pastry w butter|215|Maizena|Cornstarch|1,3
NEVO-Online 2021 7.0|3067|Snoepje room- hard|Sweets cream hard|377|Suiker kristal-|Sugar granulated|83,0
NEVO-Online 2021 7.0|3067|Snoepje room- hard|Sweets cream hard|310|Boter ongezouten|Butter unsalted|5,0
NEVO-Online 2021 7.0|3067|Snoepje room- hard|Sweets cream hard|299|Room slag- onbereid|Cream whipping unprepared|12,0
NEVO-Online 2021 7.0|3069|Groente soep- gekookt|Vegetables for soup cooked|72|Wortel gekookt gem|Carrot boiled av|30,5
NEVO-Online 2021 7.0|3069|Groente soep- gekookt|Vegetables for soup cooked|37|Prei gekookt|Leek boiled|27,5
NEVO-Online 2021 7.0|3069|Groente soep- gekookt|Vegetables for soup cooked|64|Ui gekookt|Onions boiled|27,5
NEVO-Online 2021 7.0|3069|Groente soep- gekookt|Vegetables for soup cooked|26|Selderij knol- gekookt|Celeriac boiled|14,6
NEVO-Online 2021 7.0|3072|Gefrituurde peulvruchtensnack Bara Surinaams|Deep fried legumes Bara Surinam|317|Olie zonnebloem-|Oil sunflower seed|9,1
NEVO-Online 2021 7.0|3072|Gefrituurde peulvruchtensnack Bara Surinaams|Deep fried legumes Bara Surinam|64|Ui gekookt|Onions boiled|5,9
NEVO-Online 2021 7.0|3072|Gefrituurde peulvruchtensnack Bara Surinaams|Deep fried legumes Bara Surinam|3073|Bonen mung- gekookt|Beans mung boiled|48,1
NEVO-Online 2021 7.0|3072|Gefrituurde peulvruchtensnack Bara Surinaams|Deep fried legumes Bara Surinam|1020|Meel bak- zelfrijzend|Flour wheat self-raising|34,6
NEVO-Online 2021 7.0|3072|Gefrituurde peulvruchtensnack Bara Surinaams|Deep fried legumes Bara Surinam|2524|Peper Spaanse rauw|Chili pepper raw|1,5
NEVO-Online 2021 7.0|3072|Gefrituurde peulvruchtensnack Bara Surinaams|Deep fried legumes Bara Surinam|830|Knoflook rauw|Garlic raw|0,8
NEVO-Online 2021 7.0|3075|Kaassouffle bereid m vlb frituurvet|Pastry puff cheese filled deep-fried in liquid fat|2525|Vet frituur- horeca|Frying fat horeca|9,1
NEVO-Online 2021 7.0|3075|Kaassouffle bereid m vlb frituurvet|Pastry puff cheese filled deep-fried in liquid fat|1488|Kaassouffle diepvries onbereid|Pastry puff cheese filled frozen unprepared|90,9
NEVO-Online 2021 7.0|3084|Vleeswaren 10-20 g vet excl leverprod gem|Processed meat prod 10-20 g fat excl liver av|641|Bacon|Bacon|7,8
NEVO-Online 2021 7.0|3084|Vleeswaren 10-20 g vet excl leverprod gem|Processed meat prod 10-20 g fat excl liver av|2304|Worst cervelaat- magere|Salami sausage saveloy lean|5,7
NEVO-Online 2021 7.0|3084|Vleeswaren 10-20 g vet excl leverprod gem|Processed meat prod 10-20 g fat excl liver av|3003|Worst knak- runder blik/glas|Sausage beef frankfurter type tinned|5,4
NEVO-Online 2021 7.0|3084|Vleeswaren 10-20 g vet excl leverprod gem|Processed meat prod 10-20 g fat excl liver av|566|Worst knak- blik/glas|Sausage frankfurter tinned|53,7
NEVO-Online 2021 7.0|3084|Vleeswaren 10-20 g vet excl leverprod gem|Processed meat prod 10-20 g fat excl liver av|338|Pekelvlees|Beef salted cooked|4,6
NEVO-Online 2021 7.0|3084|Vleeswaren 10-20 g vet excl leverprod gem|Processed meat prod 10-20 g fat excl liver av|1774|Worst tongen-|Sausage tongue|4,5
NEVO-Online 2021 7.0|3084|Vleeswaren 10-20 g vet excl leverprod gem|Processed meat prod 10-20 g fat excl liver av|319|Cornedbeef|Corned beef|17,2
NEVO-Online 2021 7.0|3084|Vleeswaren 10-20 g vet excl leverprod gem|Processed meat prod 10-20 g fat excl liver av|2303|Worst gekookte magere|Sausage cooked lean|0,7
NEVO-Online 2021 7.0|3084|Vleeswaren 10-20 g vet excl leverprod gem|Processed meat prod 10-20 g fat excl liver av|2306|Worst boterham- magere|Sausage luncheon meat lean|0,4
NEVO-Online 2021 7.0|3138|Saus ketjap-|Sauce soy|1215|Ketjap zoet|Soy sauce sweet|7,9
NEVO-Online 2021 7.0|3138|Saus ketjap-|Sauce soy|377|Suiker kristal-|Sugar granulated|56,5
NEVO-Online 2021 7.0|3138|Saus ketjap-|Sauce soy|1885|Water gem|Water av|33,7
NEVO-Online 2021 7.0|3138|Saus ketjap-|Sauce soy|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|1,7
NEVO-Online 2021 7.0|3138|Saus ketjap-|Sauce soy|313|Olie soja-|Oil soy|0,1
NEVO-Online 2021 7.0|3175|Salade coleslaw|Salad coleslaw|63|Ui rauw|Onions raw|7,0
NEVO-Online 2021 7.0|3175|Salade coleslaw|Salad coleslaw|69|Kool witte rauw|Cabbage white raw|44,8
NEVO-Online 2021 7.0|3175|Salade coleslaw|Salad coleslaw|2605|Dressing olijfolie-azijn|Salad dressing olive oil-vinegar|24,9
NEVO-Online 2021 7.0|3175|Salade coleslaw|Salad coleslaw|71|Wortel rauw gem|Carrot raw av|21,9
NEVO-Online 2021 7.0|3175|Salade coleslaw|Salad coleslaw|458|Saus sla- 25% olie|Salad cream 25% oil|1,0
NEVO-Online 2021 7.0|3175|Salade coleslaw|Salad coleslaw|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,5
NEVO-Online 2021 7.0|3201|Yoghurtdrank Ayran Turks|Yogurt drink Ayran Turkish|278|Yoghurt volle|Yoghurt full fat|59,8
NEVO-Online 2021 7.0|3201|Yoghurtdrank Ayran Turks|Yogurt drink Ayran Turkish|1885|Water gem|Water av|39,9
NEVO-Online 2021 7.0|3201|Yoghurtdrank Ayran Turks|Yogurt drink Ayran Turkish|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,3
NEVO-Online 2021 7.0|3207|Hummus naturel|Hummus natural|3185|Erwten kikker- blik/glas|Peas chick canned|32,0
NEVO-Online 2021 7.0|3207|Hummus naturel|Hummus natural|1885|Water gem|Water av|26,0
NEVO-Online 2021 7.0|3207|Hummus naturel|Hummus natural|308|Olie arachide-|Oil peanut|17,0
NEVO-Online 2021 7.0|3207|Hummus naturel|Hummus natural|1461|Pasta sesam- tahin m toegevoegd zout|Sesame paste tahin salt added|14,0
NEVO-Online 2021 7.0|3207|Hummus naturel|Hummus natural|1369|Kikkererwten geroosterd leblebi Turks|Chick peas roasted leblebi Turkish|10,0
NEVO-Online 2021 7.0|3207|Hummus naturel|Hummus natural|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|1,0
NEVO-Online 2021 7.0|3209|Brood volkoren- fijn m diverse zaden|Bread wholemeal fine w seeds|2811|Brood volkoren- fijn|Bread wholemeal fine|88,0
NEVO-Online 2021 7.0|3209|Brood volkoren- fijn m diverse zaden|Bread wholemeal fine w seeds|867|Lijnzaad|Linseeds|4,0
NEVO-Online 2021 7.0|3209|Brood volkoren- fijn m diverse zaden|Bread wholemeal fine w seeds|2806|Pompoenpitten|Pumpkin seeds|4,0
NEVO-Online 2021 7.0|3209|Brood volkoren- fijn m diverse zaden|Bread wholemeal fine w seeds|872|Zonnebloempitten|Sunflower seeds|4,0
NEVO-Online 2021 7.0|3210|Brood volkoren- fijn m zonnebloempitten|Bread wholemeal fine w sunflower seeds|2811|Brood volkoren- fijn|Bread wholemeal fine|88,1
NEVO-Online 2021 7.0|3210|Brood volkoren- fijn m zonnebloempitten|Bread wholemeal fine w sunflower seeds|872|Zonnebloempitten|Sunflower seeds|11,9
NEVO-Online 2021 7.0|3211|Brood volkoren- grof m diverse zaden|Bread wholemeal coarse w seeds|2782|Brood volkoren- grof|Bread wholemeal coarse|88,0
NEVO-Online 2021 7.0|3211|Brood volkoren- grof m diverse zaden|Bread wholemeal coarse w seeds|867|Lijnzaad|Linseeds|4,0
NEVO-Online 2021 7.0|3211|Brood volkoren- grof m diverse zaden|Bread wholemeal coarse w seeds|2806|Pompoenpitten|Pumpkin seeds|4,0
NEVO-Online 2021 7.0|3211|Brood volkoren- grof m diverse zaden|Bread wholemeal coarse w seeds|872|Zonnebloempitten|Sunflower seeds|4,0
NEVO-Online 2021 7.0|3212|Brood volkoren- grof m zonnebloempitten|Bread wholemeal coarse w sunflower seeds|2782|Brood volkoren- grof|Bread wholemeal coarse|88,1
